headline,article_link,is_sarcastic,date
The Privacy Policy of the Web Site for the 1996 Movie “Space Jam” Has Been Updated,https://www.newyorker.com//humor/daily-shouts/the-privacy-policy-of-the-web-site-for-the-1996-movie-space-jam-has-been-updated,1,"June 11, 2018"
"Daily Cartoon: Monday, June 11th",https://www.newyorker.com//cartoons/daily-cartoon/monday-june-11th-national-security-threats-canada,1,"June 11, 2018"
Kim Jong Un Offers to Host Peace Talks Between United States and Canada,https://www.newyorker.com//humor/borowitz-report/kim-jong-un-offers-to-host-peace-talks-between-united-states-and-canada,1,"June 11, 2018"
The Pyongyang Daily Peacemaker Classifieds,https://www.newyorker.com//humor/daily-shouts/the-pyongyang-daily-peacemaker-classifieds,1,"June 10, 2018"
My Wedding Vow,https://www.newyorker.com//humor/daily-shouts/my-wedding-vow,1,"June 9, 2018"
"Macron, Trudeau Say They Weren’t Going to Tell Trump Where G-7 After Party Was",https://www.newyorker.com//humor/borowitz-report/macron-trudeau-say-they-werent-going-to-tell-trump-where-g-7-afterparty-was,1,"June 8, 2018"
Fourteen Ways You Know That She’s “the One”,https://www.newyorker.com//humor/daily-shouts/fourteen-ways-you-know-that-shes-the-one,1,"June 8, 2018"
"Daily Cartoon: Friday, June 8th",https://www.newyorker.com//cartoons/daily-cartoon/friday-june-8th-ice-detention,1,"June 8, 2018"
Lines I Assume Were in “Billions”,https://www.newyorker.com//humor/daily-shouts/lines-i-assume-were-in-billions,1,"June 8, 2018"
Poltergeist in a Minimalist Apartment,https://www.newyorker.com//humor/daily-shouts/poltergeist-in-a-minimalist-apartment,1,"June 7, 2018"
"Daily Cartoon: Thursday, June 7th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-june-7th-war-presidential-remembrances,1,"June 7, 2018"
"Schools Cancel White House Tours, Fearing That Trump Might Teach Kids History",https://www.newyorker.com//humor/borowitz-report/schools-cancel-white-house-tours-fearing-that-trump-might-teach-kids-history,1,"June 7, 2018"
North Korea Summit Watch-Party Menu,https://www.newyorker.com//humor/daily-shouts/north-korea-summit-watch-party-menu,1,"June 7, 2018"
That’s What I Get for Trying to Find Love on Tinder,https://www.newyorker.com//humor/daily-shouts/thats-what-i-get-for-trying-to-find-love-on-tinder,1,"June 6, 2018"
"Daily Cartoon: Wednesday, June 6th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-june-6th-marriage-tradition,1,"June 6, 2018"
Michael Jordan vs. LeBron James: Everything You Need to Know,https://www.newyorker.com//humor/daily-shouts/michael-jordan-vs-lebron-james-everything-you-need-to-know,1,"June 6, 2018"
Philadelphia Eagles Accept Mueller’s Offer to Celebrate With Him,https://www.newyorker.com//humor/borowitz-report/philadelphia-eagles-accept-muellers-offer-to-celebrate-with-him,1,"June 5, 2018"
Meet the Commenters!,https://www.newyorker.com//humor/daily-shouts/meet-the-commenters,1,"June 5, 2018"
"Daily Cartoon: Tuesday, June 5th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-june-5th-trump-nfl,1,"June 5, 2018"
The New Co-Working Space that Will Literally Turn You Into Snapchat’s Evan Spiegel,https://www.newyorker.com//humor/daily-shouts/the-new-co-working-space-that-will-literally-turn-you-into-snapchats-evan-spiegel,1,"June 5, 2018"
Minor Characters Who Would Have Ruined Classic Novels in a Major Way,https://www.newyorker.com//humor/daily-shouts/minor-characters-who-would-have-ruined-classic-novels-in-a-major-way,1,"June 4, 2018"
"Daily Cartoon: Monday, June 4th",https://www.newyorker.com//cartoons/daily-cartoon/monday-june-4th-wheres-melania,1,"June 4, 2018"
Trump’s Lawyers Argue That He Cannot Be Impeached Because He Was Never Actually Elected,https://www.newyorker.com//humor/borowitz-report/trumps-lawyers-argue-that-he-cannot-be-impeached-because-he-was-never-actually-elected,1,"June 4, 2018"
Course of Empire: Part 3,https://www.newyorker.com//humor/daily-shouts/course-of-empire-part-3,1,"June 3, 2018"
Trump Makes Pence Watch Him Issue Pardons to See How It’s Done,https://www.newyorker.com//humor/borowitz-report/trump-makes-pence-watch-him-issue-pardons-to-see-how-its-done,1,"June 2, 2018"
"Well, That’s Embarrassing: We’ve Been Terrorizing the Wrong Person!",https://www.newyorker.com//humor/daily-shouts/well-thats-embarrassing-weve-been-terrorizing-the-wrong-person,1,"June 2, 2018"
The Dating Game,https://www.newyorker.com//humor/daily-shouts/the-dating-game,1,"June 1, 2018"
"Daily Cartoon: Friday, June 1st",https://www.newyorker.com//cartoons/daily-cartoon/friday-june-1st-trump-pardons,1,"June 1, 2018"
Movies I Have Not Seen and What I Assume Happens in Them,https://www.newyorker.com//humor/daily-shouts/movies-i-have-not-seen-and-what-i-assume-happens-in-them,1,"June 1, 2018"
Dear Pepper: Door Holders and Subway Etiquette,https://www.newyorker.com//humor/daily-shouts/dear-pepper-door-holders-and-subway-etiquette,1,"May 31, 2018"
"Daily Cartoon: Thursday, May 31st",https://www.newyorker.com//cartoons/daily-cartoon/thursday-may-31st-roseanne-ambien,1,"May 31, 2018"
Personalized Schedule for Your Five-Year Reunion,https://www.newyorker.com//humor/daily-shouts/personalized-schedule-for-your-five-year-reunion,1,"May 31, 2018"
Limericks for Startups,https://www.newyorker.com//humor/daily-shouts/limericks-for-startups,1,"May 30, 2018"
Trump Addresses Rally of Ambien Users,https://www.newyorker.com//humor/borowitz-report/trump-addresses-rally-of-ambien-users,1,"May 30, 2018"
"Daily Cartoon: Wednesday, May 30th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-may-30th-roseanne-tweets,1,"May 30, 2018"
Gatsby-Inspired Wedding Ideas for the Bride Who Loves Deco Style and Ennui,https://www.newyorker.com//humor/daily-shouts/gatsby-inspired-wedding-ideas-for-the-bride-who-loves-deco-style-and-ennui,1,"May 30, 2018"
White House in Panic Mode After TV Star With Racist Twitter Feed Loses Job,https://www.newyorker.com//humor/borowitz-report/white-house-in-panic-mode-after-tv-star-with-racist-twitter-feed-loses-job,1,"May 29, 2018"
Insufferable Eaters,https://www.newyorker.com//humor/daily-shouts/insufferable-eaters,1,"May 29, 2018"
"Daily Cartoon: Tuesday, May 29th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-may-29th-conspiracy-board,1,"May 29, 2018"
Werner Herzog’s First Day in Improv Class,https://www.newyorker.com//humor/daily-shouts/werner-herzogs-first-day-in-improv-class,1,"May 29, 2018"
"Warning Signs That Your Partner Is Getting Into Rock Climbing, and How to Cope",https://www.newyorker.com//humor/daily-shouts/warning-signs-that-your-partner-is-getting-into-rock-climbing-and-how-to-cope,1,"May 28, 2018"
From the High-School Diaries of Johnny Appleseed,https://www.newyorker.com//humor/daily-shouts/from-the-high-school-diaries-of-johnny-appleseed,1,"May 27, 2018"
"Hiring: A Team of Rock-Star Entrepreneurs to Launch My Startup, Unless I Get a Real Job First",https://www.newyorker.com//humor/daily-shouts/hiring-a-team-of-rock-star-entrepreneurs-to-launch-my-startup-unless-i-get-a-real-job-first,1,"May 26, 2018"
"Bonus Daily Cartoon: Friday, May 25th",https://www.newyorker.com//cartoons/daily-cartoon/bonus-friday-may-25th-cancelled-summit-sketch,1,"May 25, 2018"
Too Close to Home,https://www.newyorker.com//humor/daily-shouts/too-close-to-home,1,"May 25, 2018"
"Daily Cartoon: Friday, May 25th",https://www.newyorker.com//cartoons/daily-cartoon/friday-may-25th-north-korea-summit-coin,1,"May 25, 2018"
So You’re Out of Things to Say in Your Therapy Session,https://www.newyorker.com//humor/daily-shouts/so-youre-out-of-things-to-say-in-your-therapy-session,1,"May 25, 2018"
Seven Signs that Your Man’s Masculinity Is Nontoxic,https://www.newyorker.com//humor/daily-shouts/seven-signs-that-your-mans-masculinity-is-nontoxic,1,"May 24, 2018"
Trump Furious After Nobel Committee Gives Him Participation Trophy,https://www.newyorker.com//humor/borowitz-report/trump-furious-after-nobel-committee-gives-him-participation-trophy,1,"May 24, 2018"
"Daily Cartoon: Thursday, May 24th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-may-24th-michael-cohen-diet,1,"May 24, 2018"
N.F.L. Adds First Amendment to List of Banned Substances,https://www.newyorker.com//humor/borowitz-report/nfl-adds-first-amendment-to-list-of-banned-substances,1,"May 24, 2018"
Dia:Beacon Rebrands as Ideal Date Spot for Couples Who’ve Been Dating for Two Years and Have Nothing Left to Say,https://www.newyorker.com//humor/daily-shouts/diabeacon-rebrands-as-ideal-date-spot-for-couples-whove-been-dating-for-two-years-and-have-nothing-left-to-say,1,"May 24, 2018"
Scenic Views from the New York City Subway,https://www.newyorker.com//humor/daily-shouts/scenic-views-from-the-new-york-city-subway,1,"May 23, 2018"
"Daily Cartoon: Wednesday, May 23rd",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-may-23rd-budget-austerity,1,"May 23, 2018"
Your Duolingo Reminders,https://www.newyorker.com//humor/daily-shouts/your-duolingo-reminders,1,"May 23, 2018"
Trump Says There Are Many Other Koreas He Could Meet With,https://www.newyorker.com//humor/borowitz-report/trump-says-there-are-many-other-koreas-he-could-meet-with,1,"May 22, 2018"
America!: The Joy of Painting with Bob Ross in 2044,https://www.newyorker.com//humor/daily-shouts/the-joy-of-painting-with-bob-ross-in-2044,1,"May 22, 2018"
"Daily Cartoon: Tuesday, May 22nd",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-may-22nd-shadow-campaign,1,"May 22, 2018"
Deleted Lines from “Solo: A Star Wars Story”,https://www.newyorker.com//humor/daily-shouts/deleted-lines-from-solo-a-star-wars-story,1,"May 22, 2018"
Trump Says He Has No Idea Who F.B.I. Informant Might Be,https://www.newyorker.com//humor/borowitz-report/trump-says-he-has-no-idea-who-fbi-informant-might-be,1,"May 21, 2018"
Everyone I’ve Tried to Make Friends with This Year,https://www.newyorker.com//humor/daily-shouts/everyone-ive-tried-to-make-friends-with-this-year,1,"May 21, 2018"
Public Demands Investigation of Why F.B.I. Infiltrators in Trump Campaign Failed to Prevent Him from Being Elected,https://www.newyorker.com//humor/borowitz-report/public-demands-investigation-into-why-fbi-infiltrators-in-trump-campaign-failed-to-prevent-him-from-being-elected,1,"May 21, 2018"
"Daily Cartoon: Monday, May 21st",https://www.newyorker.com//cartoons/daily-cartoon/monday-may-21st-rapture-robert-mueller,1,"May 21, 2018"
Acceptable Ways to Dispose of My Body,https://www.newyorker.com//humor/daily-shouts/acceptable-ways-to-dispose-of-my-body,1,"May 20, 2018"
How to Find Yourself,https://www.newyorker.com//humor/daily-shouts/how-to-find-yourself,1,"May 19, 2018"
Dog vs. Cat People,https://www.newyorker.com//humor/daily-shouts/dog-vs-cat-people,1,"May 18, 2018"
"Daily Cartoon: Friday, May 18th",https://www.newyorker.com//cartoons/daily-cartoon/friday-may-18th-royal-wedding-cake,1,"May 18, 2018"
How British TV Shows Will Address the Royal Wedding,https://www.newyorker.com//humor/daily-shouts/how-british-tv-shows-will-address-the-royal-wedding,1,"May 18, 2018"
"Dear Pepper: Long-Distance Biking, Hair Requests, and Legal Action",https://www.newyorker.com//humor/daily-shouts/dear-pepper-long-distance-biking-hair-requests-and-legal-action,1,"May 17, 2018"
"Daily Cartoon: Thursday, May 17th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-may-17th-yanny-laurel-no-collusion,1,"May 17, 2018"
Everyday Thrillers: New Releases in the Missing-Girls Genre,https://www.newyorker.com//humor/daily-shouts/everyday-thrillers-new-releases-in-the-missing-girls-genre,1,"May 17, 2018"
Taking the Garbage Out,https://www.newyorker.com//humor/daily-shouts/taking-the-garbage-out,1,"May 16, 2018"
Trump Orders Replica Nobel Peace Prize to Display on His Desk,https://www.newyorker.com//humor/borowitz-report/trump-orders-replica-nobel-peace-prize-to-display-on-his-desk,1,"May 16, 2018"
"Daily Cartoon: Wednesday, May 16th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-may-16th-leak-memo,1,"May 16, 2018"
Text Messages Kanye West Won’t Tweet Screenshots Of,https://www.newyorker.com//humor/daily-shouts/text-messages-kanye-west-wont-tweet-screenshots-of,1,"May 16, 2018"
Is This Actually the Plot of “Basic Instinct”?,https://www.newyorker.com//humor/daily-shouts/is-this-actually-the-plot-of-basic-instinct,1,"May 15, 2018"
"Daily Cartoon: Tuesday, May 15th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-may-15th-jared-kushner-to-do-list,1,"May 15, 2018"
Live Coverage of Me Attempting to Ride a Hoverboard,https://www.newyorker.com//humor/daily-shouts/live-coverage-of-me-attempting-to-ride-a-hoverboard,1,"May 15, 2018"
"Daily Cartoon: Monday, May 14th",https://www.newyorker.com//cartoons/daily-cartoon/monday-may-14th-foreign-policy,1,"May 14, 2018"
"The Royal Wedding, Explained by an English Person",https://www.newyorker.com//humor/daily-shouts/the-royal-wedding-explained-by-an-english-person,1,"May 14, 2018"
Next-Level Teacup Pets,https://www.newyorker.com//humor/daily-shouts/next-level-teacup-pets,1,"May 13, 2018"
Come Buy Some Face Goo,https://www.newyorker.com//humor/daily-shouts/come-buy-some-face-goo,1,"May 12, 2018"
Q. & A.: The Unanswerable Questions,https://www.newyorker.com//humor/daily-shouts/q-and-a-the-unanswerable-questions,1,"May 11, 2018"
"Daily Cartoon: Friday, May 11th",https://www.newyorker.com//cartoons/daily-cartoon/friday-may-11th-trump-wish-lists,1,"May 11, 2018"
C.I.A. Nominee Gina Haspel Solves the Trolley Problem,https://www.newyorker.com//humor/daily-shouts/cia-nominee-gina-haspel-solves-the-trolley-problem,1,"May 11, 2018"
Gifts Your Mom Actually Wants for Mother’s Day,https://www.newyorker.com//humor/daily-shouts/gifts-your-mom-actually-wants-for-mothers-day,1,"May 10, 2018"
"Daily Cartoon: Thursday, May 10th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-may-10th-essential-consultants,1,"May 10, 2018"
I Am a Person Who Flosses Every Day,https://www.newyorker.com//humor/daily-shouts/i-am-a-person-who-flosses-every-day,1,"May 10, 2018"
Rejected Names for Melania’s “Be Best” Campaign,https://www.newyorker.com//humor/daily-shouts/rejected-names-for-melanias-be-best-campaign,1,"May 9, 2018"
"Daily Cartoon: Wednesday, May 9th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-may-9th-be-best,1,"May 9, 2018"
Trump Considering Pulling U.S. Out of Constitution,https://www.newyorker.com//humor/borowitz-report/trump-considering-pulling-us-out-of-constitution,1,"May 9, 2018"
Naturally Occurring Escape Rooms,https://www.newyorker.com//humor/daily-shouts/naturally-occurring-escape-rooms,1,"May 9, 2018"
Poetry from My Gchat Archive,https://www.newyorker.com//humor/daily-shouts/poetry-from-my-gchat-archive,1,"May 8, 2018"
"Daily Cartoon: Tuesday, May 8th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-may-8th-giuliani-media-blitz,1,"May 8, 2018"
The Writer,https://www.newyorker.com//humor/daily-shouts/the-writer,1,"May 8, 2018"
Trump Removes Giuliani from Legal Team by Naming Him New White House Doctor,https://www.newyorker.com//humor/borowitz-report/trump-removes-giuliani-from-legal-team-by-naming-him-new-white-house-doctor,1,"May 7, 2018"
Tips for Improving Your Social-Media Reputation,https://www.newyorker.com//humor/daily-shouts/tips-for-improving-your-social-media-reputation,1,"May 7, 2018"
"Daily Cartoon: Monday, May 7th",https://www.newyorker.com//cartoons/daily-cartoon/monday-may-7th-trump-tweets-boxed-set,1,"May 7, 2018"
2018’s Hottest Budget-Wedding Trend,https://www.newyorker.com//humor/daily-shouts/2018s-hottest-budget-wedding-trend,1,"May 6, 2018"
Memories of the Historic Trump-Pruitt Traffic Jam,https://www.newyorker.com//humor/daily-shouts/memories-of-the-historic-trump-pruitt-traffic-jam,1,"May 5, 2018"
What We’ll Eat in the Future,https://www.newyorker.com//humor/daily-shouts/what-well-eat-in-the-future,1,"May 4, 2018"
"Daily Cartoon: Friday, May 4th",https://www.newyorker.com//cartoons/daily-cartoon/friday-may-4th-fishing,1,"May 4, 2018"
So You’ve Forgotten Someone’s Name at a Party,https://www.newyorker.com//humor/daily-shouts/so-youve-forgotten-someones-name-at-a-party,1,"May 4, 2018"
Dear Pepper: The Silent Treatment and Paying for Art,https://www.newyorker.com//humor/daily-shouts/dear-pepper-the-silent-treatment-and-paying-for-art,1,"May 3, 2018"
Mueller Reportedly Considering Appropriate Thank-You Gift for Giuliani,https://www.newyorker.com//humor/borowitz-report/mueller-reportedly-considering-appropriate-thank-you-gift-for-giuliani,1,"May 3, 2018"
"Daily Cartoon: Thursday, May 3rd",https://www.newyorker.com//cartoons/daily-cartoon/thursday-may-3rd-trumps-lawyer-maze,1,"May 3, 2018"
"If You Ask Me: “Avengers: Infinity War,” or Superhero Mingle?",https://www.newyorker.com//humor/daily-shouts/if-you-ask-me-avengers-infinity-war-or-superhero-mingle,1,"May 3, 2018"
